date,campus,meal,weather,count
2024-03-19,guney,breakfast,14.45,78
2024-03-20,guney,breakfast,6.03,49
2024-03-21,guney,breakfast,9.06,48
2024-03-22,guney,breakfast,7.98,37
2024-03-23,guney,breakfast,10.8,30
2024-03-24,guney,breakfast,12.3,1
2024-03-25,guney,breakfast,14.58,1
2024-03-26,guney,breakfast,12.33,2
2024-03-27,guney,breakfast,16.25,0
2024-03-28,guney,breakfast,20.7,1
2024-03-29,guney,breakfast,18.66,53
2024-03-30,guney,breakfast,21.36,43
2024-03-31,guney,breakfast,20.98,32
2024-04-01,guney,breakfast,20.25,49
2024-04-02,guney,breakfast,22.0,47
2024-04-03,guney,breakfast,16.06,62
2024-04-04,guney,breakfast,18.33,54
2024-04-05,guney,breakfast,17.95,43
2024-04-06,guney,breakfast,19.16,16
2024-04-07,guney,breakfast,12.03,17
2024-04-08,guney,breakfast,15.08,8
2024-04-09,guney,breakfast,16.48,7
2024-04-10,guney,breakfast,16.86,5
2024-04-11,guney,breakfast,17.25,6
2024-04-12,guney,breakfast,18.86,31
2024-04-13,guney,breakfast,19.56,10
2024-04-14,guney,breakfast,20.95,27
2024-04-15,guney,breakfast,21.81,56
2024-04-16,guney,breakfast,24.36,84
2024-04-17,guney,breakfast,20.31,92
2024-04-18,guney,breakfast,19.53,106
2024-04-19,guney,breakfast,14.73,71
2024-04-20,guney,breakfast,13.03,57
2024-04-21,guney,breakfast,15.2,64
2024-04-22,guney,breakfast,17.69,94
2024-04-23,guney,breakfast,17.56,65
2024-04-24,guney,breakfast,24.81,85
2024-04-25,guney,breakfast,22.05,121
2024-04-26,guney,breakfast,16.75,84
2024-04-27,guney,breakfast,16.73,57
2024-04-28,guney,breakfast,16.5,45
2024-04-29,guney,breakfast,14.28,77
2024-04-30,guney,breakfast,15.88,82
2024-05-01,guney,breakfast,14.43,35
2024-05-02,guney,breakfast,14.98,95
2024-05-03,guney,breakfast,17.2,91
2024-05-04,guney,breakfast,16.69,45
2024-05-05,guney,breakfast,15.93,144
2024-05-06,guney,breakfast,16.7,76
2024-05-07,guney,breakfast,19.28,93
2024-05-08,guney,breakfast,22.62,95
2024-05-09,guney,breakfast,17.73,63
2024-05-10,guney,breakfast,16.38,71
2024-05-11,guney,breakfast,14.3,41
2024-05-12,guney,breakfast,18.62,53
2024-05-13,guney,breakfast,12.13,53
2024-05-14,guney,breakfast,16.12,92
2024-05-15,guney,breakfast,17.2,106
2024-05-16,guney,breakfast,16.62,96
2024-05-17,guney,breakfast,16.78,80
2024-05-18,guney,breakfast,19.78,68
2024-05-19,guney,breakfast,19.88,59
2024-05-20,guney,breakfast,18.69,72
2024-05-21,guney,breakfast,19.86,83
2024-05-22,guney,breakfast,22.48,106
2024-05-23,guney,breakfast,19.7,95
2024-05-24,guney,breakfast,19.7,95
2024-05-25,guney,breakfast,21.31,81
2024-05-26,guney,breakfast,20.0,60
2024-05-27,guney,breakfast,17.83,81
2024-05-28,guney,breakfast,18.28,81
2024-05-29,guney,breakfast,22.28,86
2024-05-30,guney,breakfast,23.38,90
2024-05-31,guney,breakfast,25.73,104
2024-06-01,guney,breakfast,26.56,87
2024-06-02,guney,breakfast,29.31,69
2024-06-03,guney,breakfast,31.23,96
2024-06-04,guney,breakfast,32.0,80
2024-06-05,guney,breakfast,27.6,94
2024-06-06,guney,breakfast,27.28,53
2024-06-07,guney,breakfast,26.78,54
2024-06-08,guney,breakfast,25.31,34
2024-06-09,guney,breakfast,26.81,23
2024-06-10,guney,breakfast,29.44,8
2024-06-11,guney,breakfast,32.8,12
2024-06-12,guney,breakfast,31.55,15
2024-06-13,guney,breakfast,33.2,8
2024-06-14,guney,breakfast,29.23,14
2024-06-15,guney,breakfast,23.81,7
2024-06-16,guney,breakfast,26.0,4
2024-06-17,guney,breakfast,28.44,8
2024-06-18,guney,breakfast,27.23,7
2024-06-19,guney,breakfast,26.95,4
2024-06-20,guney,breakfast,26.9,9
2024-06-21,guney,breakfast,27.31,7
2024-06-22,guney,breakfast,25.7,25
2024-06-23,guney,breakfast,25.78,52
2024-06-24,guney,breakfast,25.94,76
2024-06-25,guney,breakfast,26.9,133
2024-06-26,guney,breakfast,26.05,119
2024-06-27,guney,breakfast,26.0,112
2024-06-28,guney,breakfast,25.31,97
2024-06-29,guney,breakfast,26.28,85
2024-06-30,guney,breakfast,27.36,88
2024-01-01,guney,lunch,14.58,143
2024-01-02,guney,lunch,12.63,355
2024-01-03,guney,lunch,14.18,349
2024-01-04,guney,lunch,15.45,244
2024-01-05,guney,lunch,14.11,342
2024-01-06,guney,lunch,14.88,0
2024-01-07,guney,lunch,14.05,153
2024-01-08,guney,lunch,14.18,332
2024-01-09,guney,lunch,4.03,348
2024-01-10,guney,lunch,4.21,203
2024-01-11,guney,lunch,4.8,268
2024-01-12,guney,lunch,4.4,260
2024-01-13,guney,lunch,3.33,152
2024-01-14,guney,lunch,5.46,71
2024-01-15,guney,lunch,11.28,285
2024-01-16,guney,lunch,9.76,150
2024-01-17,guney,lunch,11.86,148
2024-01-18,guney,lunch,14.13,103
2024-01-19,guney,lunch,16.48,186
2024-01-20,guney,lunch,5.58,21
2024-01-21,guney,lunch,5.88,27
2024-01-22,guney,lunch,5.5,110
2024-01-23,guney,lunch,7.5,141
2024-01-24,guney,lunch,6.26,92
2024-01-25,guney,lunch,8.78,67
2024-01-26,guney,lunch,8.11,69
2024-01-27,guney,lunch,8.06,21
2024-01-28,guney,lunch,5.6,10
2024-01-29,guney,lunch,4.38,114
2024-01-30,guney,lunch,5.36,84
2024-01-31,guney,lunch,6.53,174
2024-02-01,guney,lunch,7.48,270
2024-02-02,guney,lunch,8.08,326
2024-02-03,guney,lunch,8.78,66
2024-02-04,guney,lunch,8.8,87
2024-02-05,guney,lunch,13.88,227
2024-02-06,guney,lunch,16.03,309
2024-02-07,guney,lunch,16.31,435
2024-02-08,guney,lunch,17.28,424
2024-02-09,guney,lunch,16.11,415
2024-02-10,guney,lunch,16.7,1
2024-02-11,guney,lunch,17.44,1
2024-02-12,guney,lunch,16.38,1369
2024-02-13,guney,lunch,14.36,1964
2024-02-14,guney,lunch,9.08,1933
2024-02-15,guney,lunch,6.58,2157
2024-02-16,guney,lunch,7.33,1144
2024-02-17,guney,lunch,7.58,345
2024-02-18,guney,lunch,7.23,250
2024-02-19,guney,lunch,8.14,2248
2024-02-20,guney,lunch,9.28,1739
2024-02-21,guney,lunch,10.68,2289
2024-02-22,guney,lunch,11.78,1619
2024-02-23,guney,lunch,15.63,1811
2024-02-24,guney,lunch,17.48,498
2024-02-25,guney,lunch,18.53,347
2024-02-26,guney,lunch,14.86,2105
2024-02-27,guney,lunch,12.68,1712
2024-02-28,guney,lunch,13.03,2323
2024-02-29,guney,lunch,15.61,1985
2024-03-01,guney,lunch,16.75,626
2024-03-02,guney,lunch,14.16,154
2024-03-03,guney,lunch,11.16,138
2024-03-04,guney,lunch,15.48,620
2024-03-05,guney,lunch,12.38,565
2024-03-06,guney,lunch,9.01,685
2024-03-07,guney,lunch,11.86,781
2024-03-08,guney,lunch,6.98,0
2024-03-09,guney,lunch,8.7,418
2024-03-10,guney,lunch,12.36,105
2024-03-11,guney,lunch,17.45,522
2024-03-12,guney,lunch,16.08,283
2024-03-13,guney,lunch,13.55,331
2024-03-14,guney,lunch,14.43,318
2024-03-15,guney,lunch,9.86,310
2024-03-16,guney,lunch,11.23,128
2024-03-17,guney,lunch,12.26,106
2024-03-18,guney,lunch,15.26,323
2024-03-19,guney,lunch,14.61,352
2024-03-20,guney,lunch,6.7,457
2024-03-21,guney,lunch,10.53,411
2024-03-22,guney,lunch,8.7,344
2024-03-23,guney,lunch,11.88,191
2024-03-24,guney,lunch,14.83,1
2024-03-25,guney,lunch,8.24,12
2024-03-26,guney,lunch,13.48,18
2024-03-27,guney,lunch,21.5,17
2024-03-28,guney,lunch,19.7,158
2024-03-29,guney,lunch,22.19,421
2024-03-30,guney,lunch,25.31,164
2024-03-31,guney,lunch,23.2,101
2024-04-01,guney,lunch,23.77,315
2024-04-02,guney,lunch,25.06,463
2024-04-03,guney,lunch,18.56,498
2024-04-04,guney,lunch,18.08,452
2024-04-05,guney,lunch,20.19,271
2024-04-06,guney,lunch,19.9,76
2024-04-07,guney,lunch,15.3,33
2024-04-08,guney,lunch,15.55,51
2024-04-09,guney,lunch,16.95,39
2024-04-10,guney,lunch,16.45,25
2024-04-11,guney,lunch,18.36,43
2024-04-12,guney,lunch,19.31,53
2024-04-13,guney,lunch,19.25,57
2024-04-14,guney,lunch,23.31,83
2024-04-15,guney,lunch,24.19,548
2024-04-16,guney,lunch,26.73,623
2024-04-17,guney,lunch,25.88,662
2024-04-18,guney,lunch,15.58,477
2024-04-19,guney,lunch,13.88,468
2024-04-20,guney,lunch,13.68,207
2024-04-21,guney,lunch,18.75,235
2024-04-22,guney,lunch,20.36,514
2024-04-23,guney,lunch,19.11,191
2024-04-24,guney,lunch,25.9,690
2024-04-25,guney,lunch,24.05,650
2024-04-26,guney,lunch,17.78,623
2024-04-27,guney,lunch,16.08,172
2024-04-28,guney,lunch,16.45,142
2024-04-29,guney,lunch,15.28,524
2024-04-30,guney,lunch,15.53,393
2024-05-01,guney,lunch,14.8,253
2024-05-02,guney,lunch,16.31,624
2024-05-03,guney,lunch,19.12,574
2024-05-04,guney,lunch,15.68,169
2024-05-05,guney,lunch,15.45,153
2024-05-06,guney,lunch,18.28,531
2024-05-07,guney,lunch,21.81,529
2024-05-08,guney,lunch,23.55,761
2024-05-09,guney,lunch,17.36,808
2024-05-10,guney,lunch,16.28,496
2024-05-11,guney,lunch,15.98,179
2024-05-12,guney,lunch,20.11,140
2024-05-13,guney,lunch,14.11,511
2024-05-14,guney,lunch,16.78,563
2024-05-15,guney,lunch,16.98,743
2024-05-16,guney,lunch,16.9,621
2024-05-17,guney,lunch,18.7,577
2024-05-18,guney,lunch,19.56,250
2024-05-19,guney,lunch,16.75,144
2024-05-20,guney,lunch,18.58,484
2024-05-21,guney,lunch,19.2,446
2024-05-22,guney,lunch,20.9,460
2024-05-23,guney,lunch,18.45,455
2024-05-24,guney,lunch,19.9,255
2024-05-25,guney,lunch,20.69,276
2024-05-26,guney,lunch,19.38,115
2024-05-27,guney,lunch,18.19,378
2024-05-28,guney,lunch,20.11,313
2024-05-29,guney,lunch,24.38,465
2024-05-30,guney,lunch,26.62,449
2024-05-31,guney,lunch,27.69,362
2024-06-01,guney,lunch,29.1,138
2024-06-02,guney,lunch,32.94,100
2024-06-03,guney,lunch,31.48,324
2024-06-04,guney,lunch,32.84,266
2024-06-05,guney,lunch,28.19,426
2024-06-06,guney,lunch,26.28,233
2024-06-07,guney,lunch,26.38,238
2024-06-08,guney,lunch,25.94,94
2024-06-09,guney,lunch,26.69,67
2024-06-10,guney,lunch,30.66,166
2024-06-11,guney,lunch,35.44,152
2024-06-12,guney,lunch,31.48,156
2024-06-13,guney,lunch,33.6,102
2024-06-14,guney,lunch,25.36,113
2024-06-15,guney,lunch,24.36,20
2024-06-16,guney,lunch,26.48,17
2024-06-17,guney,lunch,28.16,14
2024-06-18,guney,lunch,27.31,8
2024-06-19,guney,lunch,26.78,22
2024-06-20,guney,lunch,27.44,21
2024-06-21,guney,lunch,26.86,28
2024-06-22,guney,lunch,25.5,38
2024-06-23,guney,lunch,25.77,113
2024-06-24,guney,lunch,26.48,270
2024-06-25,guney,lunch,26.86,432
2024-06-26,guney,lunch,26.56,483
2024-06-27,guney,lunch,25.77,525
2024-06-28,guney,lunch,25.95,387
2024-06-29,guney,lunch,26.2,188
2024-06-30,guney,lunch,28.31,223
2024-01-01,guney,dinner,12.73,251
2024-01-02,guney,dinner,8.33,233
2024-01-03,guney,dinner,11.88,344
2024-01-04,guney,dinner,11.98,212
2024-01-05,guney,dinner,7.76,387
2024-01-06,guney,dinner,11.68,0
2024-01-07,guney,dinner,12.95,165
2024-01-08,guney,dinner,7.86,317
2024-01-09,guney,dinner,4.48,150
2024-01-10,guney,dinner,3.06,222
2024-01-11,guney,dinner,2.76,215
2024-01-12,guney,dinner,2.86,135
2024-01-13,guney,dinner,1.06,86
2024-01-14,guney,dinner,4.6,85
2024-01-15,guney,dinner,10.08,78
2024-01-16,guney,dinner,7.63,68
2024-01-17,guney,dinner,5.8,114
2024-01-18,guney,dinner,14.05,71
2024-01-19,guney,dinner,13.63,59
2024-01-20,guney,dinner,3.98,13
2024-01-21,guney,dinner,4.78,19
2024-01-22,guney,dinner,4.88,43
2024-01-23,guney,dinner,4.63,38
2024-01-24,guney,dinner,4.1,31
2024-01-25,guney,dinner,6.66,31
2024-01-26,guney,dinner,3.76,20
2024-01-27,guney,dinner,5.3,14
2024-01-28,guney,dinner,3.06,18
2024-01-29,guney,dinner,2.43,28
2024-01-30,guney,dinner,3.76,28
2024-01-31,guney,dinner,5.26,34
2024-02-01,guney,dinner,2.13,36
2024-02-02,guney,dinner,6.2,0
2024-02-03,guney,dinner,3.03,30
2024-02-04,guney,dinner,8.08,33
2024-02-05,guney,dinner,12.51,42
2024-02-06,guney,dinner,11.08,57
2024-02-07,guney,dinner,14.11,64
2024-02-08,guney,dinner,12.61,64
2024-02-09,guney,dinner,11.7,96
2024-02-10,guney,dinner,15.11,237
2024-02-11,guney,dinner,13.53,255
2024-02-12,guney,dinner,11.51,444
2024-02-13,guney,dinner,6.96,414
2024-02-14,guney,dinner,7.5,275
2024-02-15,guney,dinner,6.46,161
2024-02-16,guney,dinner,6.13,290
2024-02-17,guney,dinner,5.88,182
2024-02-18,guney,dinner,4.08,207
2024-02-19,guney,dinner,6.13,498
2024-02-20,guney,dinner,4.13,654
2024-02-21,guney,dinner,3.23,619
2024-02-22,guney,dinner,4.6,680
2024-02-23,guney,dinner,10.2,140
2024-02-24,guney,dinner,10.53,156
2024-02-25,guney,dinner,10.8,370
2024-02-26,guney,dinner,7.6,514
2024-02-27,guney,dinner,6.13,568
2024-02-28,guney,dinner,6.98,515
2024-02-29,guney,dinner,7.23,330
2024-03-01,guney,dinner,6.96,406
2024-03-02,guney,dinner,7.53,101
2024-03-03,guney,dinner,6.53,263
2024-03-04,guney,dinner,7.58,709
2024-03-05,guney,dinner,7.73,437
2024-03-06,guney,dinner,6.16,304
2024-03-07,guney,dinner,5.78,650
2024-03-08,guney,dinner,5.86,221
2024-03-09,guney,dinner,4.48,72
2024-03-10,guney,dinner,6.88,241
2024-03-11,guney,dinner,12.05,482
2024-03-12,guney,dinner,11.86,480
2024-03-13,guney,dinner,8.51,577
2024-03-14,guney,dinner,8.78,480
2024-03-15,guney,dinner,4.96,390
2024-03-16,guney,dinner,6.1,226
2024-03-17,guney,dinner,6.56,297
2024-03-18,guney,dinner,7.7,544
2024-03-19,guney,dinner,8.51,569
2024-03-20,guney,dinner,4.9,475
2024-03-21,guney,dinner,6.23,398
2024-03-22,guney,dinner,3.46,333
2024-03-23,guney,dinner,5.18,154
2024-03-24,guney,dinner,10.78,6
2024-03-25,guney,dinner,7.1,13
2024-03-26,guney,dinner,8.18,12
2024-03-27,guney,dinner,14.28,13
2024-03-28,guney,dinner,14.88,582
2024-03-29,guney,dinner,12.95,498
2024-03-30,guney,dinner,19.53,282
2024-03-31,guney,dinner,15.53,360
2024-04-01,guney,dinner,16.03,765
2024-04-02,guney,dinner,17.16,488
2024-04-03,guney,dinner,12.98,532
2024-04-04,guney,dinner,10.43,428
2024-04-05,guney,dinner,11.26,261
2024-04-06,guney,dinner,12.63,161
2024-04-07,guney,dinner,10.91,67
2024-04-08,guney,dinner,10.63,77
2024-04-09,guney,dinner,11.2,54
2024-04-10,guney,dinner,10.28,59
2024-04-11,guney,dinner,12.16,67
2024-04-12,guney,dinner,12.55,93
2024-04-13,guney,dinner,12.48,106
2024-04-14,guney,dinner,14.11,168
2024-04-15,guney,dinner,16.25,499
2024-04-16,guney,dinner,20.08,502
2024-04-17,guney,dinner,18.81,816
2024-04-18,guney,dinner,12.3,698
2024-04-19,guney,dinner,11.53,318
2024-04-20,guney,dinner,10.2,245
2024-04-21,guney,dinner,12.78,253
2024-04-22,guney,dinner,13.61,365
2024-04-23,guney,dinner,15.51,383
2024-04-24,guney,dinner,19.61,595
2024-04-25,guney,dinner,17.23,431
2024-04-26,guney,dinner,13.38,405
2024-04-27,guney,dinner,12.51,299
2024-04-28,guney,dinner,13.38,192
2024-04-29,guney,dinner,13.01,496
2024-04-30,guney,dinner,13.66,389
2024-05-01,guney,dinner,12.63,202
2024-05-02,guney,dinner,14.26,412
2024-05-03,guney,dinner,14.13,429
2024-05-04,guney,dinner,12.58,191
2024-05-05,guney,dinner,10.43,346
2024-05-06,guney,dinner,10.86,417
2024-05-07,guney,dinner,15.13,726
2024-05-08,guney,dinner,14.51,371
2024-05-09,guney,dinner,13.95,631
2024-05-10,guney,dinner,13.13,355
2024-05-11,guney,dinner,11.38,241
2024-05-12,guney,dinner,13.43,381
2024-05-13,guney,dinner,10.58,329
2024-05-14,guney,dinner,11.28,649
2024-05-15,guney,dinner,12.05,377
2024-05-16,guney,dinner,13.05,354
2024-05-17,guney,dinner,13.88,392
2024-05-18,guney,dinner,14.61,309
2024-05-19,guney,dinner,14.28,181
2024-05-20,guney,dinner,14.63,330
2024-05-21,guney,dinner,14.83,434
2024-05-22,guney,dinner,15.63,315
2024-05-23,guney,dinner,15.03,203
2024-05-24,guney,dinner,15.58,400
2024-05-25,guney,dinner,15.98,276
2024-05-26,guney,dinner,15.18,313
2024-05-27,guney,dinner,14.53,299
2024-05-28,guney,dinner,15.63,343
2024-05-29,guney,dinner,18.94,344
2024-05-30,guney,dinner,20.25,363
2024-05-31,guney,dinner,21.36,294
2024-06-01,guney,dinner,23.38,468
2024-06-02,guney,dinner,23.4,272
2024-06-03,guney,dinner,24.06,355
2024-06-04,guney,dinner,27.48,306
2024-06-05,guney,dinner,23.23,321
2024-06-06,guney,dinner,22.2,263
2024-06-07,guney,dinner,21.56,283
2024-06-08,guney,dinner,21.36,123
2024-06-09,guney,dinner,21.69,46
2024-06-10,guney,dinner,23.4,62
2024-06-11,guney,dinner,28.7,82
2024-06-12,guney,dinner,24.77,66
2024-06-13,guney,dinner,25.23,53
2024-06-14,guney,dinner,19.7,47
2024-06-15,guney,dinner,20.55,21
2024-06-16,guney,dinner,22.05,16
2024-06-17,guney,dinner,22.55,23
2024-06-18,guney,dinner,22.6,25
2024-06-19,guney,dinner,22.1,18
2024-06-20,guney,dinner,22.78,31
2024-06-21,guney,dinner,23.08,24
2024-06-22,guney,dinner,21.7,77
2024-06-23,guney,dinner,21.98,101
2024-06-24,guney,dinner,22.0,245
2024-06-25,guney,dinner,22.28,310
2024-06-26,guney,dinner,22.38,326
2024-06-27,guney,dinner,21.78,316
2024-06-28,guney,dinner,22.81,195
2024-06-29,guney,dinner,22.77,243
2024-06-30,guney,dinner,23.16,302
2024-01-01,hisar,breakfast,12.69,0
2024-01-02,hisar,breakfast,14.04,0
2024-01-03,hisar,breakfast,12.96,0
2024-01-04,hisar,breakfast,14.09,0
2024-01-05,hisar,breakfast,12.48,0
2024-01-06,hisar,breakfast,12.77,0
2024-01-07,hisar,breakfast,11.98,0
2024-01-08,hisar,breakfast,13.14,0
2024-01-09,hisar,breakfast,2.46,0
2024-01-10,hisar,breakfast,4.29,0
2024-01-11,hisar,breakfast,5.26,0
2024-01-12,hisar,breakfast,4.79,0
2024-01-13,hisar,breakfast,2.51,0
2024-01-14,hisar,breakfast,4.54,0
2024-01-15,hisar,breakfast,8.86,0
2024-01-16,hisar,breakfast,11.69,0
2024-01-17,hisar,breakfast,9.39,0
2024-01-18,hisar,breakfast,13.61,0
2024-01-19,hisar,breakfast,13.81,0
2024-01-20,hisar,breakfast,7.92,0
2024-01-21,hisar,breakfast,6.04,0
2024-01-22,hisar,breakfast,6.12,0
2024-01-23,hisar,breakfast,6.64,0
2024-01-24,hisar,breakfast,6.76,0
2024-01-25,hisar,breakfast,7.19,0
2024-01-26,hisar,breakfast,7.79,0
2024-01-27,hisar,breakfast,6.92,0
2024-01-28,hisar,breakfast,5.49,0
2024-01-29,hisar,breakfast,4.09,0
2024-01-30,hisar,breakfast,4.94,0
2024-01-31,hisar,breakfast,6.22,0
2024-02-01,hisar,breakfast,7.54,0
2024-02-02,hisar,breakfast,6.96,0
2024-02-03,hisar,breakfast,7.66,0
2024-02-04,hisar,breakfast,8.79,0
2024-02-05,hisar,breakfast,10.36,0
2024-02-06,hisar,breakfast,14.34,0
2024-02-07,hisar,breakfast,14.16,0
2024-02-08,hisar,breakfast,15.73,0
2024-02-09,hisar,breakfast,14.06,0
2024-02-10,hisar,breakfast,14.66,0
2024-02-11,hisar,breakfast,15.94,0
2024-02-12,hisar,breakfast,16.6,0
2024-02-13,hisar,breakfast,12.61,0
2024-02-14,hisar,breakfast,10.06,0
2024-02-15,hisar,breakfast,6.96,0
2024-02-16,hisar,breakfast,7.79,0
2024-02-17,hisar,breakfast,7.36,0
2024-02-18,hisar,breakfast,6.86,0
2024-02-19,hisar,breakfast,7.99,0
2024-02-20,hisar,breakfast,8.56,0
2024-02-21,hisar,breakfast,8.74,0
2024-02-22,hisar,breakfast,10.02,0
2024-02-23,hisar,breakfast,12.23,0
2024-02-24,hisar,breakfast,15.59,0
2024-02-25,hisar,breakfast,16.9,0
2024-02-26,hisar,breakfast,14.44,0
2024-02-27,hisar,breakfast,11.61,0
2024-02-28,hisar,breakfast,11.77,0
2024-02-29,hisar,breakfast,12.31,0
2024-03-01,hisar,breakfast,13.31,0
2024-03-02,hisar,breakfast,10.98,0
2024-03-03,hisar,breakfast,9.94,0
2024-03-04,hisar,breakfast,12.31,0
2024-03-05,hisar,breakfast,14.36,0
2024-03-06,hisar,breakfast,8.46,0
2024-03-07,hisar,breakfast,10.27,0
2024-03-08,hisar,breakfast,7.24,0
2024-03-09,hisar,breakfast,7.22,0
2024-03-10,hisar,breakfast,10.31,0
2024-03-11,hisar,breakfast,14.54,0
2024-03-12,hisar,breakfast,14.52,0
2024-03-13,hisar,breakfast,12.86,0
2024-03-14,hisar,breakfast,12.48,0
2024-03-15,hisar,breakfast,8.11,0
2024-03-16,hisar,breakfast,9.11,0
2024-03-17,hisar,breakfast,11.39,0
2024-03-18,hisar,breakfast,12.19,0
2024-03-19,hisar,breakfast,14.48,0
2024-03-20,hisar,breakfast,6.06,0
2024-03-21,hisar,breakfast,9.08,0
2024-03-22,hisar,breakfast,8.02,0
2024-03-23,hisar,breakfast,10.84,0
2024-03-24,hisar,breakfast,12.34,0
2024-03-25,hisar,breakfast,14.61,0
2024-03-26,hisar,breakfast,12.36,0
2024-03-27,hisar,breakfast,16.28,0
2024-03-28,hisar,breakfast,20.73,0
2024-03-29,hisar,breakfast,18.69,0
2024-03-30,hisar,breakfast,21.4,0
2024-03-31,hisar,breakfast,21.02,0
2024-04-01,hisar,breakfast,20.28,0
2024-04-02,hisar,breakfast,22.05,0
2024-04-03,hisar,breakfast,16.1,0
2024-04-04,hisar,breakfast,18.36,0
2024-04-05,hisar,breakfast,17.98,0
2024-04-06,hisar,breakfast,19.19,0
2024-04-07,hisar,breakfast,12.06,0
2024-04-08,hisar,breakfast,15.11,0
2024-04-09,hisar,breakfast,16.52,0
2024-04-10,hisar,breakfast,16.89,0
2024-04-11,hisar,breakfast,17.28,0
2024-04-12,hisar,breakfast,18.89,0
2024-04-13,hisar,breakfast,19.6,0
2024-04-14,hisar,breakfast,20.98,0
2024-04-15,hisar,breakfast,21.86,0
2024-04-16,hisar,breakfast,24.4,0
2024-04-17,hisar,breakfast,20.34,0
2024-04-18,hisar,breakfast,19.56,0
2024-04-19,hisar,breakfast,14.77,0
2024-04-20,hisar,breakfast,13.06,0
2024-04-21,hisar,breakfast,15.23,0
2024-04-22,hisar,breakfast,17.72,0
2024-04-23,hisar,breakfast,17.6,0
2024-04-24,hisar,breakfast,24.84,0
2024-04-25,hisar,breakfast,22.06,0
2024-04-26,hisar,breakfast,16.78,0
2024-04-27,hisar,breakfast,16.77,0
2024-04-28,hisar,breakfast,16.53,0
2024-04-29,hisar,breakfast,14.31,0
2024-04-30,hisar,breakfast,15.91,0
2024-05-01,hisar,breakfast,14.46,0
2024-05-02,hisar,breakfast,15.02,0
2024-05-03,hisar,breakfast,17.23,0
2024-05-04,hisar,breakfast,16.72,0
2024-05-05,hisar,breakfast,15.96,0
2024-05-06,hisar,breakfast,16.73,0
2024-05-07,hisar,breakfast,19.31,0
2024-05-08,hisar,breakfast,22.66,0
2024-05-09,hisar,breakfast,17.77,0
2024-05-10,hisar,breakfast,16.4,0
2024-05-11,hisar,breakfast,14.34,0
2024-05-12,hisar,breakfast,18.66,0
2024-05-13,hisar,breakfast,12.16,0
2024-05-14,hisar,breakfast,16.16,0
2024-05-15,hisar,breakfast,17.23,0
2024-05-16,hisar,breakfast,16.66,0
2024-05-17,hisar,breakfast,16.81,0
2024-05-18,hisar,breakfast,19.81,0
2024-05-19,hisar,breakfast,19.9,0
2024-05-20,hisar,breakfast,18.72,0
2024-05-21,hisar,breakfast,19.89,0
2024-05-22,hisar,breakfast,22.52,0
2024-05-23,hisar,breakfast,19.73,0
2024-05-24,hisar,breakfast,19.73,0
2024-05-25,hisar,breakfast,21.34,0
2024-05-26,hisar,breakfast,20.03,0
2024-05-27,hisar,breakfast,17.86,0
2024-05-28,hisar,breakfast,18.31,0
2024-05-29,hisar,breakfast,22.31,0
2024-05-30,hisar,breakfast,23.4,0
2024-05-31,hisar,breakfast,25.77,0
2024-06-01,hisar,breakfast,26.6,0
2024-06-02,hisar,breakfast,29.34,0
2024-06-03,hisar,breakfast,31.28,0
2024-06-04,hisar,breakfast,32.03,0
2024-06-05,hisar,breakfast,27.64,0
2024-06-06,hisar,breakfast,27.31,0
2024-06-07,hisar,breakfast,26.81,0
2024-06-08,hisar,breakfast,25.36,0
2024-06-09,hisar,breakfast,26.84,0
2024-06-10,hisar,breakfast,29.45,0
2024-06-11,hisar,breakfast,32.84,0
2024-06-12,hisar,breakfast,31.56,0
2024-06-13,hisar,breakfast,33.22,0
2024-06-14,hisar,breakfast,29.27,0
2024-06-15,hisar,breakfast,23.86,0
2024-06-16,hisar,breakfast,26.05,0
2024-06-17,hisar,breakfast,28.45,0
2024-06-18,hisar,breakfast,27.28,0
2024-06-19,hisar,breakfast,26.98,0
2024-06-20,hisar,breakfast,26.94,0
2024-06-21,hisar,breakfast,27.36,0
2024-06-22,hisar,breakfast,25.73,0
2024-06-23,hisar,breakfast,25.81,0
2024-06-24,hisar,breakfast,25.95,0
2024-06-25,hisar,breakfast,26.94,0
2024-06-26,hisar,breakfast,26.06,0
2024-06-27,hisar,breakfast,26.05,0
2024-06-28,hisar,breakfast,25.34,0
2024-06-29,hisar,breakfast,26.31,0
2024-06-30,hisar,breakfast,27.4,0
2024-01-01,hisar,lunch,14.61,0
2024-01-02,hisar,lunch,12.66,190
2024-01-03,hisar,lunch,14.21,197
2024-01-04,hisar,lunch,15.48,103
2024-01-05,hisar,lunch,14.14,137
2024-01-06,hisar,lunch,14.91,0
2024-01-07,hisar,lunch,14.09,0
2024-01-08,hisar,lunch,14.21,141
2024-01-09,hisar,lunch,4.06,167
2024-01-10,hisar,lunch,4.24,157
2024-01-11,hisar,lunch,4.84,92
2024-01-12,hisar,lunch,4.44,120
2024-01-13,hisar,lunch,3.36,0
2024-01-14,hisar,lunch,5.49,0
2024-01-15,hisar,lunch,11.31,73
2024-01-16,hisar,lunch,9.79,64
2024-01-17,hisar,lunch,11.89,53
2024-01-18,hisar,lunch,14.16,55
2024-01-19,hisar,lunch,16.52,62
2024-01-20,hisar,lunch,5.62,0
2024-01-21,hisar,lunch,5.92,0
2024-01-22,hisar,lunch,5.54,55
2024-01-23,hisar,lunch,7.54,55
2024-01-24,hisar,lunch,6.29,34
